content,polarity
Algunos critican q Asturias celebre dos elecciones autonómicas en apenas 10 meses. En 2003 aplaudían q Aguirre las convocase en Madrid,NEU
¡Noticias descombacantes! está disponible! ▸ Historias del día por ,P
PENSAMIENTOS PARA NUEVOS TIEMPOS: Gobernar es un arte… y sin mayoría un mérito polít... ,P
Jajajajja me he confundido jopeeeee ella es la unica mujer de mi vida,NEU
Una mujer referente del PSOE en la lucha por la igualdad: Micaela Navarro en primera línea con Rubalcaba. ,P
". asegura que los malagueños darían ""un suspenso"" a la gestión de la Junta en la última legislatura ",N
RT : Estado ahorraría más d 1.000 mm. al año con la puesta en marcha de centros de servicios compartidos #PwC,P
La obsesion de #Griñan ,N
Vidas ejemplares ,P
"Yo seguiré escanciando con Preciado. Ánimo, maestro ",P
hay que reconocer que la respuesta de jorge fernández a amaiur ha sido contundente: 'se le debería caer la cara de vergüenza',NEU
Olvidados en el corazón de África ,N
Ángel Gabilondo estrena un blog de reflexión y pensamiento. En 24 horas recibe decenas de comentarios bien interesantes ,P
“: Hoy el control del programa esta abarrotado. Gente entusiasmada con su trabajo. Merece la pena verlos seguir el programa.,P
"Madrid Espacios y Congresos, una empresa dedicada a centrifugar la deuda del Ayuntamiento de Madrid. ",N
"Urkullu: ""¿Por qué no va a ser posible que el Gobierno del PP hable con ETA en un tiempo de cese definitivo si ya lo hizo en una tregua?""",NEU
Cuidado con la historia de la deuda: EL PAÍS también incorpora el blog de Paul Krugman a su nueva web de Economía ,NEU
Bueno pues se le acaba de caer su primer diente a mi peque ;-))) así que esta noche viene el ratoncito Pérez ;-)) ,P
El PP incumple su programa y no garantizará en la reforma educativa que se pueda tener 1 educación bilingüe en Cataluña. #pepevergencia,N
TERROCAPITALISMO. Estamos en un estado de excepción económica con el mercado como patria y los bancos como fuerzas armadas.,N
Primer día de grabación ! Soy tan feliz ,P
Adivina qué deportista de élite va a llevar el logo de en su indumentaria de competición,P
¡Lo mejor de mi timeline está disponible! ▸ Historias del día por ,P
"""Como siempre ves pero no observas"" SH",N
"Griñán da el paso y apuesta por Chacón, la policía saldrá de los #CIE y el hambre acecha en Grecia. #portadaEPC",N
"Un artículo en homenaje a ""Los héroes de Orzán"" #heroesOrzan ",P
Muy buenas noches followercetes! ,P
Todos siguiendo a y creadores de #RayosDeSol #TeFuiste grandes amigos grandes profesionales y grandes personas,P
"Fernandez Díaz,Interior,habla d nuevo tiempo n lucha antiterrorista,aunq desconfía d ETA.Pide prudencia,sentido d Estado a fuerzas políticas",NEU
"Muere tiroteado,x un hombre con uniforme dl Ejército afgano,soldado OTAN n Afganistán,según organización q no dice nacionalidad dl fallecido",N
"TURNER,dueña CNN,TNT,Cartoon Network...lanza en España TCMAutor. Canal d pago con obras más representativas d directores d todos los tiempos",P
Oña exige las mismas condiciones a Fuengirola para ampliar su puerto via ,NEU
El ministro se traga las mentiras sobre Educación para la Ciudadanía. No salgo de mi asombro ,N
"Comienza la comparecencia del ministro en la comisión de agricultura, pesca y medio ambiente.",N
«Cuando vi el 15-M pensé: ¿qué hacen estos hijos de socialistas aquí y no en nuestras asambleas?» - ABC.es via ,NEU
"Servicial hasta la muerte, servil ni en la muerte. Bravo Leo Farache. #comercialesdepublicidad",P
"No es el escenario de una película bélica. Es el Cementerio de La Almudena , un espacio que necesita protección ",N
Buenos días twitteros lo mas importante en la vida es acostarte y levantarte con la conciencia tranquila y nunca dejéis q os machaque nadie.,P
El esperpento ,N
"Para ""despolitizar"" las cajas, el PP puso a Rato en Bankia. Para ""despolitizar"" las embajadas, pondrá a Trillo en EEUU. Cosas de la política",N
Dice Alex que muchas gracias por vuestras bienvenidas;-),P
"ROO, un gran concepto de manos de Luis Gómez de Iberdrola. #comercialesdepublicidad",P
“: suerte por leon trae un poco de cecina jejejee un abrazo tio”OTRO AMIGO;-),P
"Y mientras ha presentado al dia de hoy 100 propuestas de Gobierno, #Griñan ha presentado 0 #elcambioandaluz",NEU
Medio obligado pero ahí esta el fenómeno. ,P
"...que la acción no es merecedora de tarjeta, se mantenga la sanción. Son cosas que solo pasan aquí. Que le vamos hacer..!!",N
Nuestro grupo quiere acercar más la actividad parlamentaria a los ciudadanos y que nuestros diputados se reúnan más con ellos.,P
"""¿Ha destruido el el futuro de una generación entera d españoles?"" Editorial 20.30 ",N
Merece leerse Intervencion presidente Parlamento Europeo Schulz's European Council ,P
"Mas: ahora #Griñan ha gastado 300.000 e en una campaña propagandística, “Andalucía 10”, que mueve al sonrojo por su contenido de autobombo",N
Para amantes de documentos sonoros históricos. Grabación en el Air Force One tras asesinato Kennedy. ,N
"RT ""El Gobierno d España está haciendo todas las reformas q necesita nuestro país,empezando por decir la verdad""",P
.: aceras con esguince de tobillo garantizado. Cementerio de La Almudena. ,N
"Un historiador justifica la investigación judicial de #garzon. Era ""imposible"" investigar desapariciones de otra forma ",N
"Hoy en otra pillada de Rajoy, ""Vivo en un lío"", ha dicho, y las declaraciones surrealistas de algunos de sus ministros.",N
Hoy toca y no me resisto a dedicar este temazo a todo el equipo: ,P
Una tribu peruana aislada establece contacto con el mundo moderno - ABC.es via ,NEU
Recuentos y más recuentos en el PSOE. Dos dirigentes diferentes creen hoy que ganará Chacón con una ventaja cómoda de unos 50 votos,P
Lo de la copia de la Gioconda me deja asombrado. ¿Cómo son de grandes los fondos del Prado para que siglos después descubran estas cosas?,N
Los del movimiento #yonopago vuelven al ataque. En el centro de Madrid están liando una buena,N
"Hoy en entrevista a Juan Moscoso, portavoz d la plataforma d apoyo a 21.30 . es posible la regeneración dl ?",P
"Buscando en los fondos del Museo del Prado, han encontrado una ley del aborto de Fernando VII. Que no la vea Gallardón, que nos la aplica.",N
"Por cierto, en un debate en disfruté con la profesionalidad de #Indira y el equipo que tiene ",P
"No creo, no? Rubalcaba estalla contra Griñán por teléfono y amenaza con impugnarle - España via ",N
CHISTE. Botín dice que los políticos no han sabido manejar la crisis. El pirómano se queja de la eficacia de los bomberos.,N
Mas va pidiendo concierto económico buscando l diferencia y copiando privilegios mientras se esconde ante ls 200M tirados en #Spanair,N
El nuevo plan hidrológico q ha presentado hoy Arias Cañete es una alegría. Por fin sentido común y agua solidaria en un país muy necesitado.,P
Ojoplática ante la denuncia delVpte de la Diputación de Almería sobre facturas intolerables de diputados del Psoe. Incluido el tinte. #gato,N
"Ya q ataca con una rubia, yo respondo con otra: vía ",N
El último tuit del ministro es del domingo. ¿Cuando vuelva por aquí nos explicará lo del falso libro de texto de Ciudadanía?,N
"Las excusas de Wert. Cuanto más hablan en el Ministerio de Educación, más mienten ",N
"Creo que el Valencia CF mereció ganar esta noche, pero hay esperanza en el próximo partido en Barcelona #creenlafinal",P
Fallece a los 88 años la poetisa y premio Nobel Wislawa Szymborska - Público.es ,N
Harvey no la soporta. Dice que no se puede hablar con ella. Que enseguida se lo toma todo como algo personal.,N
"La tragedia del campo de fútbol egipcio es una prueba mas d adonde lleva el ""forofismo"" irracional y d confrontación. No lo minusvaloremos.",N
México ha patentado la primera vacuna contra el consumo de heroína via ,NEU
El paro aumento en enero en 177.470 personas.,N
En unos minutos el ministro de Interior. Muchos temas interesantes para hablar con él.,P
"“: stoy en casa con fiebre, perdón por desatinos.”Mejórate. Aunque con el frío que hace mejor calentito en casa. Abrazos",NEU
"Buenos dias a todos! Ayer hicimos un gran partido, lastima que no pudieramos marcar mas goles. De la ceja estoy bien, 4 puntos y adelante.",P
Tiene guasa leer editoriales que hablan de inestabilidad sistema educativo por reforma PP cuando todas las leyes en 30 años han sido PSOE,N
La ola de frío que nos afecta se produce aproximadamente una vez cada 7-8 años (Aemet),N
Menéame (si quieres): Las excusas de Wert ,N
Mirar que me he encontrado al llegar a la Ciudad Deportiva! ,P
"Pere Navarro es el director de la DGT que más ha reducido el número de muertos en carretera. ¿No digo Rajoy que gobernarían ""los mejores""?",N
"La escena más famosa de ""Casablanca"" con #Rubalcaba y #Chacón, obra genial de ""Todo por la radio"" ",P
"Ni la Embajada de EEUU, ni la Casa Real ven con buenos ojos el nombramiento de Trillo como embajador en Washington.",N
"e insisto una vez más, , siempre titular.",P
"Localizado el cuerpo de Rodrigo Maseda en la playa, otro de los héroes policiales de Orzán",N
me sigue encantando roberto verino... ,P
grandes mis amigos y el numeros 1!!!! Con rayos de sol y ahora con te fuiste....proximamente juntos oh yeah!!!,P
La importancia del discurso que #Rubalcaba y #Chacón pronunciarán el sábado en el Congreso ,P
Revela que el marido de firmaba contratos de publicidad con - vía europa press,P
"También el bueno de Rafa Nadal es ""optimizador fiscal"", como se decía antes? No somos nadie... ",P
Y yo pues bueno ahi ando tb jajajajaj intentandolo! Espero que os gustase con el temazo de mis amigos y te fuiste,P
Ministra uruguaya destaca integralidad de la política de vivienda - Espanol via ,P
La trama de los #EREs ,N
Algo d paz para las familias RT Buceadores localizan el cuerpo dl 3r desaparecido en A Coruña ,N
No tanto como las de Orbyt “: Datos de hoy: las suscripciones digitales de la New York Times Co crecen un 20% ”,P
"Localizado el cuerpo de José Antonio Villamor en la playa de Riazor, el tercero de los héroes de la Policía",N
"""Esto se atasca"", dice el ministro Guindos en plena explicación de la reforma financiera. Se refería al ordenador, pero es buena metáfora",N
Me encanta recibir un twitt asi jajajajaj q grandes!!!! ,P
El plan de saneamiento bancario que acaba de presentar Guindos es serio y su calendario contundente. Paso clave para relanzar la economía.,P
Es una vergüenza que el Gobierno andaluz se dedique a ocultar la situación financiera de Andalucía ,N
Cascos arremete contra el PP asturiano. Le preguntaremos en directo sobre esta cuestión. 20:30,N
;) RT : Colaboremos! quiero escuchar Generación Perdida de (cont) ,P
Suma y sigue del despilfarro andaluz. Hoy os contamos el último capítulo. 20:30,N
" relevante y previsible, no?",P
"Entramos ya!!!! 20:30 No somos telesucesos, si quiere información con criterio, este es su Telediario. Vamos!!!!!",P
Como creéis q acabara?? Ganaremos algo?? Perderemos todo?? Jejjeje #VengaVa,P
La pregunta sobre q haría Intereconomia tv cuando ganara el PP; Incremento de casi 20% de la audiencia en Gato al agua y Telediarios...,P
¿Como? ¿Todavía no me habéis leído en Vozpopuli? Escribo sobre la Europa que pudo ser y no es. El link es este --&gt; ,N
"Morenés,por lo que veo,ha dado + ruedas de prensa hoy en Bruselas que Chacón en 3 años.",NEU
Fin del ensayo general! Familia muero de ganas por mostraroslo!!! ;-),P
"La Vida De Brian en la 2 de TVE. El frente del pueblo judaico, escuadrón de suicidio. Qué han hecho por nosotros los romanos?",N
guapo “: Bien explicado el problemon financiero por parte de . Vaya futuro.”,P
Gracias por una noche fantástica en Bcna!!#yeswesapinISDIFFERENT !!!,P
"Tanto saneamiento bancario para acabar en un oligopolio de banca privada. Peor para clientes, familias y empresas.",N
#Tentacionesirresistibles ir a Mexico a lo que sea ;) RT : hoy es dia de (cont) ,P
"Portada de 'Público', viernes. Rubalcaba y Chacón buscan los últimos apoyos; De Guindos lanza su plan. ",P
"Hay dos cosas infinitas, el universo y la estupidez humana... aunque de la primera tengo dudas. Einstein",N
"#curiosidaddelinsomne Dinero público a la banca, ayudas a los toros, el paro disparado... ¿ayer era el día de la marmota, no?",N
Muy buenas noches followercetes! ,P
#tentacionesIrresistibles.. Ir a Chile sin motivo alguno. RT : RT : CHILEEEE,P
Tambores de guerra? USA no descarta que Israel ataque Irán en primavera..... Vaya manera de empezar el día.....buenViernes!,N
"El Gobierno se compromete con una Sanidad pública, gratuita y universal (vía )",P
Hoy me reúno en Asturias con familiares de los niños robados. Luego reunión sobre la oficina del diputado y por la tarde homenaje a Otones,NEU
Empleo dice que la reforma laboral no tocará las prestaciones por desempleo ,P
Guindos anunciará hoy criterios de gobierno corporativo. Espero que acaben con la mangancia de los políticos que cobran de las Cajas.,NEU
"En el AVE camino de Sevilla, sobretodo muy agradecido, lleno de esperanza y de responsabilidad. Saldrá bien. Viva PSOE. :)) RbCb",P
Telar de hace 200 años en el Colegio del Arte Mayor de la Seda ,P
Un nuevo aliciente para comprar los sábados Expansion. ,P
#FF de Feliz Funfleaños para . Un beso muy fuerte y gracias por todo.,P
Como siempre buenísimo Santiago Gonzalez. Sobre el proceso del PSOE ,P
"Expectación en torno al Lehendakari que llega ""mudo"" al #CongresoPSOE ",NEU
"Es irónico que el PSOE-A, que el 25-M puede sufrir el mayor batacazo de su historia, sea clave para resolver la pugna Rubalcaba-Chacón",N
El equipo de El PAIS y POLITICA ya esta instalado en el 38 Congreso del PSOE para contarlo todo. Empieza la función ... ,P
“: RT pliss LA CASA DE ENFRENTE TOP5 amazon BestSeller ”,P
"Ovación del Congreso a Zapatero. Él manda callar, emocionado",P
"Empieza el paripé. ""Pido propuestas para constituir la mesa del Congreso"", dice Marcelino. ¿Será Griñán? ¿Será Griñán? ¡Anda, sí!",N
"Congreso PSOE. Iglesias no es el orador que necesita el PSOE, de eso no hay duda.",N
???????“: Lo de Eduardo Zaplana como candidato a presidir la Corporación de RTVE tiene que ser una broma”,N
Trataran estos problemas en el #38congresopsoe ? ,N
Grandes predicciones de la Historia #38congresopsoe ,P
38 Congreso. Empezamos a dar las respuestas. ,P
"El Gobierno aprueba un ""salario mínimo"" para los banqueros cuyos bancos sean intervenidos: ""sólo"" podrán cobrar 300.000 euros.",N
¡El papá de Ivan y Laura! Chaves acusa al PP de 'necesitar la mentira para ganar y para gobernar' vía ,N
"Miguel Leiva eres muy grande,disfrutando del single nuevo de mi amigo LEIVA,la canción se llama Eme os la recomiendo.",P
Como empiecen a recortar sueldos de directivos de banca al final hasta nos van a dar pena. Ayudemos a los directivos con un telemaratón.,NEU
Los nuevos valores socialistas. La respuesta socialista #38CongresoPsoe ,P
Guindos acaba de limitar los sueldos en cajas intervenidas o con ayudas. Algunos cobraran hasta un 75% menos. #BuenaMedida,NEU
Hoy un #FF enorme para todos los #bloqueadosxrecio . Vuestra voz se oye,P
"Hoy, como cada viernes, recomendamos vino #YWSid BCNA. De la DO CATALUNYA : CLOS D'AGON Syrah/Cabernet Franc/ Merlot/Cabernet-Sauvignon",P
"Con y jugando a batallitas. Jose y javi nordistas. Yo, Atlanta a tope. Malditos yankees!!! ",NEU
La hora que es y ni un díario he podido leer. Me pone nerviosa sentirme OUT...,N
“: pues menos mal q está cansado. Porque sus va a crujiiiiiii vivoosssss. :-)”ya lo hace!,P
Menuda cara de tonto se me queda cada viernes. Voy a la rueda del Consejo de Ministros y no me dejan preguntar. Ya ha ocurrido en 5 de 6,N
Nuevo logo de derechos humanos.Que se extienda por el mundo. Abrazos y feliz viernes !! ,P
Público lleva seis ruedas de prensa consecutivas del Consejo de Ministros sin poder preguntar.,N
Con la excelente junta directiva de la casa de la caridad de Valencia ,P
" perfecto, lo estábamos esperando como agua mayo. Enhorabuena. Estáis dando en el clavo d los deseos d cambio en España.",P
"Zapatero dice q ""le han dado hasta en la ceja"",Chacón que se siente como Messi esquivando patadas de Pepe.En el 38 Congreso espadas afiladas",N
"Modesta es “: ""Me siento como Messi esquivando las patadas de Pepe "", Chacón pillada por la cámara de una crack”",N
Tic tac tic tac tic tac... En 30 min voy para el auditorio...;-),P
"Zp se explica: sin tijeretazo mayo 2010 ""España habría caído en el colapso financiero"" #38CongesoPSOE",N
Si un marciano escucha el discurso de despedida de ZP pensará: pero por qué le echan sus compañeros si es el Mesías! Eso es amor propio,NEU
"ZP dice q ha asumido la derrota. ""A diferencia de otros, nosotros no buscamos culpables fuera"", dice. #38CongesoPSOE",NEU
Aaaaaaaaaaaaaaaaah...! Por dios ya lo he sacado! Que nervios... JAJAJAJAJA,P
Zapatero asegura que los problemas de la socialdemocracia no están en sus valores sino en el terreno de la ... ,N
Tenía más miga esta otra Hoy no se está largando RT “: Informe de gestión ”,N
Cataluña y Valencia al frente... T : 'The Economist' alerta sobre el déficit de las CCAA vía ,N
"""He defendido y dejándome algún girón la autonomía plena del PSOE"". Esto va por el grupo Prisa y es verdad. Tímidos aplausos.",P
El recorte de sueldos a banqueros con ayudas públicas (en algunos casos supone más de un 70%) es una medida a la que no se atrevió el PSOE,N
Posiblemente RT “: El elogio a Bono es en realidad un mensaje para que Chacón y Rubalcaba no se maten a partir de mañana.”,N
La ovación más larga y sentida del auditorio ha sido cuando Zapatero ha apostado por no volver a ver una muerte a manos del terror de ETA.,P
"Plenario en pie, larguísimo aplauso a #ZP: 2 minutos. Él muy emocionado. Fin del discurso #38Congeso",P
"El hashtag #graciasZP, TT en este momento, está que arde entre partidarios y detractores de Zapatero #38congresopsoe",N
Los “independientes” de ZP y del aparato. Primer análisis desde el congreso del PSOE. Suspicacia con los cascos azules. ...,NEU
"Recuerden que en el sorteo está en juego, y antes que salga a la venta, la nueva #PSVita. Anotarse acá ",P
no me parece muy acertado que Chacón haga campaña contra rubalcaba dándole caña al Real Madrid. Que dejen en paz al club blanco,N
#yeswespainISDIFFERENT BCNA!!!;) vamosssss!!!;),P
Muchas gracias a todos los que hoy nos habéis felicitado por los 12 años de Vuestro cariño nos da fuerzas para seguir innovando,P
"Cuánto aplauden a Zapatero los mismos que le ponían a escurrir. Luego irán a karaoke sevillano a cantar ""eu te pego"".",NEU
Si los 50.000 millones d euros d avales a la banca se dieran para avalar proyectos d economía productiva con Banca Publica habría empleo.,N
Dios los cria... Vaya dos!!! RT El camuflado de la foto es... El Gran Pipita Higuain! ,P
GRACIAS LEÓN!!! GRAN NOCHE!!!,P
Mañana Valladolid! Buenas noches!!!;-),P
Y mañana a las 8 de la mañana avioncito para ver desfilar a mi niña poquitas horas para verte! Te amo,P
Enhorabuena !!! ;-))))))))) ganas de tenerte cerca de nuevo ;-)),P
Hoy juego al tenis con un chavalito al que le estoy enseñando luego os mando foto.,P
Gracias Bcna!!;) seguimos disfrutando y Mejorando este nuevo #yeswespainISDIFFERENT !!;),P
"Arteta le puso en el 2003 a Claudio Torrente 2 cuando jugaban en Glasgow, y desde entonces el amiguete me tiene cariño porque le hago reír",P
Ah muy bien. A ver si al proximo festival me invitan ;) RT : Cantó Alex (cont) ,P
"Bueno mundo bello. Por hoy desconecto, os mando cariño del bueno.. Salud.",P
Buenos dias!!!!!! En el coche direccion aeropuerto....que frio hace en barcelona por dios ⛄⛄⛄⛄,N
Y os regalo eta fotito con grande entre los grandes ,P
Y aqui os dejo amigos abrazottes!!!!! ,P
El hombre es una máquina de inventar sueños pero en lugar de dedicarse a eso creó el despertador. Buenos dias.,NEU
"RT“: Bankia y La Caixa, las entidades que más provisiones necesitan #economia #ecofin”",N
"Se supone que el PSOE siempre vota ""contra el aparato"". Eso, en teoría, beneficia a Chacón. Pero en Andalucía y Catalunya, ella es aparato.",NEU
"De camino a #MBCFW a disfrutar del desfile de , que ganas!!!!",P
"Feflexión sobre Rafa Nada: ¿Era legal lo q hacía para pagar menos impuestos? Si. Luego el escándalo no es Rafa, sino q eso se pudiera hacer.",N
"RT Hoy, día mundial contra el cáncer, recordemos que es una lucha de todos para #vencerelcancer",P
"Muy recomendacle, Lucía Méndez: Más Tolstoi y menos 'PowerPoint' ",P
"Chacón y los suyos ganan atendiendo al lenguaje corporal. Los de Rubalcaba en cuanto a los razonamientos en privado. Total, NI IDEA",N
"Se ve a Rubalcaba más traquilo que otras veces. Por comparar, recuérden cómo estaba al entrar en el debate con Rajoy. O ayer mismo.",P
"Después de rechazar liderazgos personales, la frase: ""Yo seré un lider socialista fuerte, a mí no me van a quebrar"".",P
"""Odio el sectarismo, no soy sectario ni con los que son sectarios"". Ja, ja, ja. El micrófono lo aguanta todo.",NEU
"¿Lapsus al repetirlo?: ""A mí no me van a quebrar, a mí no me van a cobrar""",P
"Ahí va el titular sobre las presiones, Rubalcaba: ""Si os dicen que, si me apoyáis, estaréis en tal o cual lista, no lo hacen en mi nombre""",NEU
"Rubalcaba: ""Compañeros que reciben llamadas, halagos, invitaciones (...) ¿Cuántos de estos que os halagan os llamarán el día del cese?""",P
"""El PP se fue mintiendo y ha vuelto mintiendo""",N
"Rubalcaba dice que ""algo de razón"" tenía Botín. ""Nos hemos equivocado en no perseguir más a los especuladores"". (¿Y en los indultos?)",N
"""La política es más fuerte que los mercados. Hoy debemos reafirmar que el poder de los votos está por encima del poder del dinero""",P
"""En mi ejecutiva habrá compañeros y compañeras de distintas federaciones y de todas las edades""",P
"Parte del mensaje de Rubalcaba más complicada. Quiere un ejecutiva federal más fuerte, con un mensaje único, no ... ",NEU
"""Tenemos que estar en disposición de defender a toda costa los derechos de los ciudadanos: los derechos sociales y los derechos civiles""",P
"Rubalcaba dice ahora que ""si el PP sigue retrocediendo"", él planteará revisar acuerdos con la Santa Sede. #38CongresoPSOE",N
"Casi una hora exacta de discurso. Un buen nivel, muchas ideas, y un resumen. Rubalcaba quiere cambiar el PSOE para ... ",P
Empieza . Está claro,P
Es lo que yo pienso -&gt; “: Empieza el teatro: Chacón actúa.”,N
"Chacón aprovecha su posición de retadora frente al candidato que perdió el 20-N: ""Necesitamos un cambio de rumbo"".",N
El mensaje de Chacón está bien claro: elegir a Rubalcaba es aplazar la salida del hoyo. Lo vocea.,N
"Chacón emula a Zapatero en el congreso de su victoria. ""Ponernos en pie"" bla, bla, bla...""¡Podemos levantarlo entre todos!""",P
Si Chacón gana es urgente que aprenda la diferencia entre hablar con ímpetu y chillar.,NEU
Campaña profesional,P
"Puesta en escena: enseña su ""cartulina"" del 35 Congreso, la enarbola.",N
"Barroso, te has pasado de demagogia. #38CongresoPSOE Se te ha ido la mano del revanchismo guerracivilista",N
Los que no aplauden en el #38CongresoPSOE decidirán,NEU
RT : Los que no aplauden en el #38CongresoPSOE decidirán,NEU
"¿Qué se le estará pasando x la cabeza a esa generación entera d españoles arruinados x Chacón, ZP y Rubalcaba? Qué pena... #38CongresoPSOE",N
"+1 RT : Porqué utiliza Chacón ese tono????? A mí, la verdad, es que esa forma de hablar me parece bastante artificial",N
RT: “: #38CongresoPSOE madre mía! esta mujer (chacón) se ha zampado un corral entero lleno de gallos!”,N
"¡Venceremos!, buen día a enfermos, a médicos, a todos los luchadores.#tengocancer.",P
"El ejemplo del IRPF es simplificado irreal, demagogia. Mal rollo.",N
Chacón incide en mensajes más de izquierdas también en la línea impositiva. Que paguen ya igual las rentas de ... ,N
Me pregunto quién habrá filtrado ese bulo de q Eduardo Zaplana es candidato a presidir RTVE. Vendrá del PSOE o del PP? Del todo falso,N
"Taza y media de laicismo excluyente de Chacón, que ahora carga contra ""la derecha prepotente alemana"". ¡Que tiemble Merkel!",N
Chacón promete mantener ls diputaciones(como Rajoy) para conseguir votos en el congreso de todos los enchufados en ls diputaciones. Patético,N
"Conclusión del infantil speech d : esta sra. no tiene ni idea de cómo está España, no se ha enterado todavía d la película",N
"foto de , gracias me ha encantado!!! ",P
"Interesante debate sobre Asia Pacifico.En particular la visión de Australia y China.De Asia Pacifico los dos,con valores diferentes.",P
He anunciado en Córdoba el Plan para incentivar contratación estable de mujeres y medidas para vuelta al mercado laboral,P
Llegando!;-) ,P
¿Chacón o Rubalcaba? Nevada histórica en Mallorca. Vencer al cáncer. El día + cruel d la represión en Siria. A las 15h en ,N
"Hoy en el día mundial contra el #cáncer mucha fuerza a los que luchan, mas prevención y educación para la salud y mas fondos para investigar",P
" El congreso de dentro de dos semanas será un apasionante debate de ideas con enorme recorrido, ¿te cabe alguna duda? #ironia",N
Gane quien gane pierde el PSOE y España. El PSOE necesita una renovación mas profunda.,N
Me dice Azahara Sánchez qcel retraso se debe al debate sb procedimiento de recuento. Pero seguimos esperando... #38CongresoPSOE,N
"es horrible “: Sí, ya comprendo q la gente en España está pendiente de otra cosa, pero a mí me interesa más lo de Siria.”",NEU
¿Alguien sabe por qué PedroJ apoya a Chacón?,P
Rubalcabistas ya tuitean que ha ganado Rubalcaba.,P
RT : Dicen que gana Rubalcaba. Falta la confirmación oficial. #38congresopsoe,P
Parece q algunos dicen q se ha pedido un nuevo recuento!!!! Horrorrrrr!!!!! #38CongresoPSOE,N
22 de diferencia a favor de Rubalcaba,P
"Bueno, pues, Rubalcaba por 22.",P
"Ahora! Q trabajito RT : Rubalcaba, elegido nuevo Secretario General del PSOE #38CongresoPSOE - -",P
“: Voy a intentar enterarme. ;-)” you're the boss,P
Solo han tenido que poner el nombre del ganador. El PP ha enviado ya de forma inmediata su felicitación al nuevo sec. Gral del Psoe.,P
Dos besos entre Rubalcaba y Chacón. Muchos aplausos para él #38CongresoPSOE,P
"“: una pregunta...rubalcaba y chacón...se caerán bien?” ella sí, se ha caído, bien",N
En el PSC algunos van a tener la tentación de decir que Chacón ha perdido por ser catalana.,N
"“: Esos van aparte. Rubalcaba 487, Chacón 465.” nien correido",NEU
"Rubalcaba breve: Partido fuerte, a trabajar, unidad y cambio. #38CongresoPSOE",P
"De la nuetralidad activa al ostracismo pasivo...RT : Y Griñan, madre mía, que papelón.",N
"Desde Múnich también trabajando,Alfredo.Enhorabuena.También a ti Carmen que has peleado.",P
Ovación en la sala de prensa al compañero que ha bajado el volumen a la tele con la sintonía del PSOE (versión lounge) a toda hostia.,P
Hoy dos gunciones de #YesWeSpainISDIFFERENT en Bcna. Vamos a por la 1a!!!;)),P
Puede ser RT : Tuitearán tras las elecciones andaluzas a favor de ? #quecosas,P
Ahora no lo ha anulado 1-0,P
"No he dicho que el resultado del congreso fuera previsible. He repetido lo ya apuntado en , que Rubalcaba no se inmolaría sin más",N
"Joder, con perdón, 1-1.",N
Una cosa es jugar 11 y otra un equipo de 11.,N
" jope, no pretendía.",N
K pedazo d golazo del crack Ramosbauer :))))),P
...cuando hablo d listas públicas me refiero a listas q pudiera pedir al juez una mujer q estuviera siendo maltratada Su pareja ya maltrató?,N
"RT“: Me encanta Aguirre a Gómez ""Tiemblo por esos alumnos que le tienen a usted como profesor,pobrecillos"" ”",NEU
Es un gran honor para mí iniciar esta etapa como líder del PSOE. Espero corresponder a vuestro apoyo y confianza. Gracias y a trabajar.RbCb,P
". : ""La primera reforma gorda"" que necesita la Junta es ""decir la verdad"" ",N
3/El PP y Arenas han traido al Secretario de Edo de Medio Ambiente q ha prometido q reforma Ley Costas dará respuesta problema chiringuitos,P
Ataque ... ?“: Chacón dice a Rubalcaba que no quiere estar en la dirección del PSOE ni del Grupo ”,N
Con el club de fans de Italia ,P
Sé que a esta hora es el partido de despedida a Palermo. Me sumo desde Manchester al homenaje. Grande Martín!!,P
"Portada de 'Público', domingo. Rubalcaba gana al sprint; el apoyo de Felipe y Guerra fue clave en el voto andaluz. ",P
Muy buenas noches followercetes! ,P
"Grande el Patio:)) De repente descubro que no estoy solo frente a mi atribulada conciencia de padre desconcertado. Grande, el Patio",P
Perdon por las formas. Buenas noches. Entre alegre y consciente.,NEU
"Rafael Simancas en la secretaría recuperada de Formación y Jaime Lissavetzky, amigo de Rubalcaba, y Maru ... ",P
"Lavrov,FM de Rusia,en Damasco.Puede reparar el error politico de ayer.El mundo Arabe contra Rusia",N
"Belloch, chaconista, comienza el día repartiendo contra Rubalcaba por su ejecutiva ""No hay integración y es una equivocación""",N
Zarrias en la nueva ejecutiva nacional del Psoe.... Sin palabras,N
El apuesta por una política sanitaria centrada en personas y no en eslóganes ,P
Buenos días!!! :-)hoy regreso a casa!,P
"Pero que poco me gusta Sostres... Poco no, nada.",N
El PP asegura que no habrá ni un solo recorte en Sanidad . ,P
"Poniendo a #Griñan como presidente del Psoe, esta amparando los #EREs . Buena manera de empezar la regeneracion politica",N
“: El País justifica así su articulo Chacón y Compañía del domingo pasado ” Mas bien entona el mea culpa,N
"Incumplimiento “flagrante” de la ley Y premian en el a #Griñan y a Zarrias, muñidores de todo esto...",N
Cuando se mezcla la basura no se puede llevar a la planta de reciclaje. Todo es debido a un mal uso de los contenedores. #sevillahoy,N
"Iba a desearle suerte a ..., pero el ver que ha fichado a #Griñan y a #Zarrías .... la verdad es q se quitan las ganas....",N
